ID,Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,total_spent,total_purchases,ROI,Total_Conversions,Conversion_Rate,CPA,Total_Leads,Max_Leads_Source,Total_Purchases,Total_Spent
1994,1983,51381.5,1,0,2013-11-15,11,0.003348961821835231,0.02512562814070352,0.003478260869565217,0.0,0.0076045627376425855,0.0027624309392265192,1,1,0,2,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,19,3,266.66666666666663,0,0.0,0.0,3,NumStorePurchases,3,0.042319844508973074
387,1976,7500.0,0,0,2012-11-13,59,0.004018754186202277,0.08040201005025126,0.006376811594202898,0.04247104247104247,0.0038022813688212928,0.04419889502762431,1,2,0,3,8,0,0,0,0,0,0,3,11,0,False,True,False,False,False,False,False,False,True,False,False,False,False,61,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,0.1812697946981445
2125,1959,63033.0,0,0,2013-11-15,82,0.12993971868720697,0.3065326633165829,0.2782608695652174,0.8687258687258688,0.42585551330798477,0.08287292817679558,1,3,4,8,2,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,1102,15,266.66666666666663,0,0.0,0.0,15,NumStorePurchases,15,2.092187561779656
8180,1952,59354.0,1,1,2013-11-15,53,0.15606162089752176,0.010050251256281407,0.03072463768115942,0.011583011583011584,0.019011406844106463,0.03867403314917127,3,6,1,5,6,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,True,False,False,False,False,False,310,12,266.66666666666663,0,0.0,0.0,12,NumWebPurchases,12,0.2661049614112519
2569,1987,17323.0,0,0,2012-10-10,38,0.0020093770931011385,0.07035175879396985,0.009855072463768115,0.02316602316602317,0.0038022813688212928,0.013812154696132596,1,1,0,3,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,46,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,0.12299666758181615
2114,1946,82800.0,0,0,2012-11-24,23,0.6738111185532485,0.11055276381909548,0.06666666666666667,0.22779922779922782,0.2585551330798479,0.12430939226519336,1,7,6,12,3,0,0,1,1,0,0,3,11,1,False,False,False,False,True,False,False,False,False,True,False,False,False,1315,25,266.66666666666663,2,1.0,1.5,25,NumStorePurchases,25,1.4616943021832798
9736,1980,41850.0,1,1,2012-12-24,51,0.035498995311453445,0.02512562814070352,0.011014492753623189,0.007722007722007722,0.049429657794676805,0.011049723756906077,3,3,0,3,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,96,6,266.66666666666663,0,0.0,0.0,6,NumWebPurchases,6,0.13984050547937077
4939,1946,37760.0,0,0,2012-08-31,20,0.05626255860683188,0.02512562814070352,0.022028985507246378,0.5791505791505792,0.045627376425855515,0.07734806629834254,2,4,1,6,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,317,11,266.66666666666663,0,0.0,0.0,11,NumStorePurchases,11,0.805543194129559
6565,1949,76995.0,0,1,2013-03-28,91,0.6778298727394507,0.4020100502512563,0.288695652173913,0.0,0.060836501901140684,0.4861878453038674,2,11,4,9,5,0,0,0,1,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,1782,24,266.66666666666663,1,1.0,3.0,24,NumWebPurchases,24,1.9155599223696282
2278,1985,33812.0,1,0,2012-11-03,86,0.0026791694574681848,0.08542713567839195,0.011014492753623189,0.11583011583011583,0.09125475285171103,0.10773480662983426,2,2,1,3,6,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,False,True,False,False,False,133,6,266.66666666666663,0,0.0,0.0,6,NumStorePurchases,6,0.41394047320114447
9360,1982,37040.0,0,0,2012-08-08,41,0.05760214333556597,0.010050251256281407,0.042318840579710144,0.26640926640926643,0.1444866920152091,0.13259668508287292,1,4,2,5,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,316,11,266.66666666666663,0,0.0,0.0,11,NumStorePurchases,11,0.653463878678906
5376,1979,2447.0,1,0,2013-01-06,42,0.0006697923643670462,0.005025125628140704,1.0,0.003861003861003861,0.0038022813688212928,0.0027624309392265192,15,0,28,0,1,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,1730,28,266.66666666666663,0,0.0,0.0,28,NumCatalogPurchases,28,1.0161206341615592
1993,1949,58607.0,0,1,2012-12-23,63,0.5807099799062291,0.0,0.049855072463768114,0.0,0.0,0.052486187845303865,3,2,3,9,8,0,1,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,972,14,266.66666666666663,1,1.0,3.0,14,NumStorePurchases,14,0.6830512402153011
4047,1954,65324.0,0,1,2014-01-11,0,0.2572002679169457,0.0,0.059130434782608696,0.08108108108108109,0.12167300380228137,0.013812154696132596,3,6,2,9,4,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,544,17,266.66666666666663,0,0.0,0.0,17,NumStorePurchases,17,0.5328969422790495
1409,1951,40689.0,0,1,2013-03-18,69,0.18084393837910248,0.01507537688442211,0.01565217391304348,0.15057915057915058,0.022813688212927757,0.2734806629834254,7,7,1,5,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,444,13,266.66666666666663,0,0.0,0.0,13,NumWebPurchases,13,0.6584449909520718
7892,1969,18589.0,0,0,2013-01-02,89,0.004018754186202277,0.020100502512562814,0.014492753623188406,0.05791505791505792,0.045627376425855515,0.03591160220994475,2,2,1,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,75,6,266.66666666666663,0,0.0,0.0,6,NumStorePurchases,6,0.17806604687281166
2404,1976,53359.0,1,1,2013-05-27,4,0.115874079035499,0.020100502512562814,0.017391304347826087,0.011583011583011584,0.022813688212927757,0.11325966850828728,4,5,1,4,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,257,10,266.66666666666663,0,0.0,0.0,10,NumWebPurchases,10,0.3010222542001145
5255,1986,51381.5,1,0,2013-02-20,19,0.003348961821835231,0.005025125628140704,0.0017391304347826085,0.011583011583011584,1.0,1.0,0,27,0,0,1,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,637,27,266.66666666666663,0,0.0,0.0,27,NumWebPurchases,27,2.02169622946777
9422,1989,38360.0,1,0,2013-05-31,26,0.02411252511721366,0.010050251256281407,0.02434782608695652,0.07722007722007722,0.07984790874524715,0.027624309392265192,2,2,1,4,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,131,7,266.66666666666663,0,0.0,0.0,7,NumStorePurchases,7,0.24320289781804116
1966,1965,84618.0,0,0,2013-11-22,96,0.4581379772270596,0.5025125628140703,0.4643478260869565,0.08108108108108109,0.2509505703422053,0.0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,1672,25,266.66666666666663,1,1.0,3.0,25,NumStorePurchases,25,1.757030017551373
6864,1989,10979.0,0,0,2014-05-22,34,0.0053583389149363695,0.020100502512562814,0.005797101449275362,0.007722007722007722,0.0076045627376425855,0.011049723756906077,2,3,0,3,5,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,True,False,False,False,False,False,30,6,266.66666666666663,0,0.0,0.0,6,NumWebPurchases,6,0.057632237093330936
3033,1963,38620.0,0,0,2013-05-11,56,0.07501674480910918,0.08542713567839195,0.025507246376811593,0.1312741312741313,0.08365019011406843,0.2458563535911602,1,2,5,3,3,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,318,10,266.66666666666663,0,0.0,0.0,10,NumCatalogPurchases,10,0.6467318018436727
5710,1970,40548.0,0,1,2012-10-10,31,0.07367716008037509,0.0,0.002898550724637681,0.007722007722007722,0.0,0.008287292817679558,2,2,1,4,5,0,1,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,120,7,266.66666666666663,1,1.0,3.0,7,NumStorePurchases,7,0.09258501134470004
7373,1952,46610.0,0,2,2012-10-29,8,0.06430006697923643,0.06030150753768844,0.05565217391304347,0.1274131274131274,0.08365019011406843,0.11878453038674033,6,4,1,6,6,0,0,0,0,0,0,3,11,1,False,False,False,False,True,False,False,True,False,False,False,False,False,302,11,266.66666666666663,0,0.0,0.0,11,NumStorePurchases,11,0.5101015963439045
8755,1946,68657.0,0,0,2013-02-20,4,0.32283991962491626,0.1708542713567839,0.27304347826086955,0.4594594594594595,0.2585551330798479,0.06077348066298342,1,3,5,9,7,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,1196,17,266.66666666666663,0,0.0,0.0,17,NumStorePurchases,17,1.5455257424448605
10738,1951,49389.0,1,1,2013-08-29,55,0.02679169457468185,0.0,0.011014492753623189,0.007722007722007722,0.0038022813688212928,0.008287292817679558,1,2,0,3,7,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,True,False,False,False,65,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,0.05761776923681361
4339,1970,67353.0,0,1,2013-12-31,37,0.47019423978566643,0.08542713567839195,0.08753623188405797,0.0,0.030418250950570342,0.09668508287292818,5,5,6,12,2,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,913,23,266.66666666666663,0,0.0,0.0,23,NumStorePurchases,23,0.770260941171615
10755,1976,23718.0,1,0,2013-09-02,76,0.004018754186202277,0.01507537688442211,0.008115942028985508,0.05791505791505792,0.026615969581749048,0.09944751381215469,3,3,1,2,7,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,True,False,False,False,False,81,6,266.66666666666663,0,0.0,0.0,6,NumWebPurchases,6,0.21118861440857156
8595,1973,42429.0,0,1,2014-02-11,99,0.036838580040187544,0.0,0.003478260869565217,0.007722007722007722,0.0,0.011049723756906077,2,1,1,3,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,False,True,False,67,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,0.059088572388666556
2968,1943,48948.0,0,0,2013-02-01,53,0.2926992632283992,0.04020100502512563,0.11942028985507246,0.6177606177606177,0.18631178707224336,0.11602209944751381,2,7,10,5,6,1,0,0,0,0,0,3,11,1,False,False,False,False,True,False,False,True,False,False,False,False,False,902,22,266.66666666666663,1,1.0,3.0,22,NumCatalogPurchases,22,1.3724150623889722
8601,1980,80011.0,0,1,2013-04-29,3,0.28198258539852644,0.38190954773869346,0.31072463768115943,0.31660231660231664,0.6768060836501901,0.281767955801105,2,8,6,5,4,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,1395,19,266.66666666666663,0,0.0,0.0,19,NumWebPurchases,19,2.249793126871991
503,1985,20559.0,1,0,2013-03-12,88,0.0087073007367716,0.005025125628140704,0.01681159420289855,0.011583011583011584,0.0,0.019337016574585635,2,2,0,3,8,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,53,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,0.061464048725408074
8430,1957,21994.0,0,1,2012-12-24,4,0.006028131279303415,0.0,0.003478260869565217,0.011583011583011584,0.0038022813688212928,0.008287292817679558,1,0,0,3,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,22,3,266.66666666666663,0,0.0,0.0,3,NumStorePurchases,3,0.033178977918381064
7281,1959,51381.5,0,0,2013-11-05,80,0.05425318151373074,0.05527638190954774,0.028985507246376812,0.011583011583011584,0.0076045627376425855,0.10773480662983426,1,1,3,4,2,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,True,False,False,False,186,8,266.66666666666663,0,0.0,0.0,8,NumStorePurchases,8,0.26543745162014376
2139,1975,7500.0,1,0,2013-10-02,19,0.0020093770931011385,0.005025125628140704,0.005797101449275362,0.011583011583011584,0.0076045627376425855,0.03314917127071823,3,2,0,3,5,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,31,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,0.06516834976188961
1371,1976,79941.0,0,0,2014-06-28,72,0.08238446081714668,0.8241206030150754,0.15420289855072464,0.8764478764478765,0.11406844106463879,0.48066298342541436,1,2,4,9,1,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,984,15,266.66666666666663,0,0.0,0.0,15,NumStorePurchases,15,2.5318872633208764
9909,1996,7500.0,0,0,2012-11-09,24,0.0020093770931011385,0.09045226130653267,0.008115942028985508,0.05791505791505792,0.08365019011406843,0.13812154696132595,3,3,1,3,9,0,0,0,0,0,0,3,11,1,True,False,False,False,False,False,False,False,True,False,False,False,False,122,7,266.66666666666663,0,0.0,0.0,7,NumWebPurchases,7,0.38026437541907165
7286,1968,41728.0,1,0,2013-05-24,92,0.0087073007367716,0.03015075376884422,0.008695652173913044,0.011583011583011584,0.019011406844106463,0.03591160220994475,1,2,0,2,10,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,55,4,266.66666666666663,0,0.0,0.0,4,NumWebPurchases,4,0.11405972731659164
7244,1951,51381.5,2,1,2014-01-01,96,0.032150033489618215,0.02512562814070352,0.027826086956521737,0.02316602316602317,0.03802281368821293,0.019337016574585635,3,2,1,4,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,124,7,266.66666666666663,0,0.0,0.0,7,NumStorePurchases,7,0.1656276020156652
6566,1954,72550.0,1,1,2012-11-08,39,0.5532484929671801,0.25125628140703515,0.183768115942029,0.19305019305019305,0.1444866920152091,0.10497237569060773,9,5,2,12,8,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,1319,19,266.66666666666663,0,0.0,0.0,19,NumStorePurchases,19,1.4307821510722543
8614,1957,65486.0,0,1,2014-05-12,29,0.1640991292699263,0.09547738693467336,0.07246376811594203,0.14285714285714285,0.25475285171102663,0.03867403314917127,1,4,2,10,2,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,False,True,False,507,16,266.66666666666663,0,0.0,0.0,16,NumStorePurchases,16,0.7683243120378824
4114,1964,79143.0,0,0,2012-08-11,2,0.43536503683858,0.18592964824120603,0.45217391304347826,0.10424710424710425,0.6349809885931559,0.08839779005524862,1,6,9,13,3,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,1693,28,266.66666666666663,0,0.0,0.0,28,NumStorePurchases,28,1.901094481018773
1331,1977,35790.0,1,0,2013-01-02,54,0.008037508372404554,0.03015075376884422,0.011594202898550725,0.11583011583011583,0.0038022813688212928,0.008287292817679558,2,2,0,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,72,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,0.1777021550564162
2225,1977,82582.0,0,0,2014-06-07,54,0.3415941058271936,0.6030150753768845,0.3188405797101449,0.6023166023166023,0.1520912547528517,0.6657458563535912,1,4,9,7,1,1,0,0,1,0,0,3,11,1,False,False,True,False,False,False,False,True,False,False,False,False,False,1617,20,266.66666666666663,2,1.0,1.5,20,NumCatalogPurchases,20,2.683603474337268
9381,1978,66373.0,1,1,2013-06-12,57,0.21969189551239116,0.04522613065326633,0.07188405797101449,0.04633204633204634,0.09125475285171103,0.3011049723756906,7,4,2,10,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,606,16,266.66666666666663,0,0.0,0.0,16,NumStorePurchases,16,0.77549385569612
6260,1955,82384.0,0,0,2012-11-19,55,0.6590756865371734,0.2562814070351759,0.25043478260869567,0.694980694980695,0.45627376425855515,0.5248618784530387,1,3,10,13,1,0,0,1,0,0,0,3,11,1,False,False,False,True,False,False,False,False,False,False,True,False,False,1957,26,266.66666666666663,1,1.0,3.0,26,NumStorePurchases,26,2.841908213873334
10383,1966,70287.0,0,0,2013-04-02,30,0.19758874748827862,0.17587939698492464,0.27942028985507245,0.4671814671814672,0.45627376425855515,0.11049723756906077,1,5,5,10,3,0,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,True,False,False,False,False,False,1093,20,266.66666666666663,0,0.0,0.0,20,NumStorePurchases,20,1.6868409033373586
7437,1988,27938.0,1,0,2014-04-28,31,0.0087073007367716,0.0,0.00463768115942029,0.007722007722007722,0.0038022813688212928,0.013812154696132596,1,1,0,4,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,29,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,0.0386814256831535
8557,1982,51381.5,1,0,2013-06-17,57,0.007367716008037508,0.01507537688442211,0.012753623188405797,0.007722007722007722,0.0076045627376425855,0.016574585635359115,2,2,0,3,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,46,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,0.06709787217587485
8375,1968,55954.0,0,1,2014-03-03,63,0.2993971868720696,0.0,0.016231884057971015,0.0,0.0,0.11878453038674033,3,8,2,6,7,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,518,16,266.66666666666663,0,0.0,0.0,16,NumWebPurchases,16,0.434413601316781
6853,1982,75777.0,0,0,2013-07-04,12,0.4768921634293369,0.1306532663316583,0.3118840579710145,0.26640926640926643,0.049429657794676805,0.22099447513812154,1,3,6,11,1,0,1,1,0,0,0,3,11,1,False,False,False,True,False,False,False,False,False,True,False,False,False,1438,20,266.66666666666663,2,1.0,1.5,20,NumStorePurchases,20,1.4562628870740744
3076,1975,66653.0,1,1,2012-09-07,18,0.30274614869390487,0.09045226130653267,0.059130434782608696,0.06177606177606178,0.06844106463878327,0.016574585635359115,4,4,2,12,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,612,18,266.66666666666663,0,0.0,0.0,18,NumStorePurchases,18,0.5991205568332504
1012,1952,61823.0,0,1,2013-02-18,26,0.35030140656396513,0.035175879396984924,0.07768115942028986,0.14285714285714285,0.053231939163498096,0.46685082872928174,4,8,2,10,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,884,20,266.66666666666663,0,0.0,0.0,20,NumStorePurchases,20,1.1260983561311626
6518,1951,67680.0,0,1,2013-06-11,8,0.3657066309444072,0.0,0.027826086956521737,0.0,0.022813688212927757,0.016574585635359115,1,7,3,8,5,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,False,True,False,606,18,266.66666666666663,0,0.0,0.0,18,NumStorePurchases,18,0.4329209917492158
4137,1948,70666.0,0,0,2013-12-06,29,0.2665773610180844,0.20100502512562815,0.2127536231884058,0.4594594594594595,0.46387832699619774,0.08287292817679558,1,7,4,4,4,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,1076,15,266.66666666666663,0,0.0,0.0,15,NumWebPurchases,15,1.6865467239645708
8082,1971,25721.0,1,0,2013-05-21,75,0.0006697923643670462,0.01507537688442211,0.003478260869565217,0.011583011583011584,0.022813688212927757,0.04143646408839779,1,1,1,2,7,0,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,False,True,False,False,False,False,34,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,0.09505659400269151
1386,1967,32474.0,1,1,2014-05-11,0,0.006697923643670462,0.0,0.0005797101449275362,0.0,0.0,0.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,11,3,266.66666666666663,0,0.0,0.0,3,NumStorePurchases,3,0.007277633788597998
9369,1979,88194.0,0,1,2014-03-19,19,0.4608171466845278,0.07035175879396985,0.17913043478260868,0.7760617760617761,0.09125475285171103,0.10497237569060773,1,11,10,10,5,1,0,0,1,0,0,3,11,1,True,False,False,False,False,False,False,False,False,True,False,False,False,1274,31,266.66666666666663,2,1.0,1.5,31,NumWebPurchases,31,1.6825882448652012
4477,1958,69096.0,0,1,2013-09-27,4,0.16543871399866042,0.24623115577889448,0.09217391304347826,0.02702702702702703,0.311787072243346,0.3011049723756906,1,5,2,10,4,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,653,17,266.66666666666663,0,0.0,0.0,17,NumStorePurchases,17,1.1437628544670968
1357,1970,74854.0,1,2,2013-04-08,90,0.5733422638981915,0.2964824120603015,0.28231884057971013,0.22393822393822393,0.11026615969581749,0.2016574585635359,7,2,5,5,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,1562,12,266.66666666666663,0,0.0,0.0,12,NumCatalogPurchases,12,1.6880053587357806
1402,1954,66991.0,0,0,2012-09-11,1,0.3322170127260549,0.18090452261306533,0.26666666666666666,0.7297297297297297,0.22813688212927757,0.03314917127071823,3,4,8,6,3,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,1253,18,266.66666666666663,0,0.0,0.0,18,NumCatalogPurchases,18,1.7708039851355122
10629,1973,51381.5,1,0,2012-09-14,25,0.016744809109176154,0.01507537688442211,0.024927536231884057,0.06563706563706564,0.015209125475285171,0.04696132596685083,3,3,0,3,8,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,True,False,False,False,False,109,6,266.66666666666663,0,0.0,0.0,6,NumWebPurchases,6,0.18455523930468395
6312,1959,65031.0,0,1,2013-03-17,29,0.17280643000669793,0.5376884422110553,0.16869565217391305,0.32432432432432434,0.14068441064638784,0.23756906077348067,4,10,3,13,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,863,26,266.66666666666663,0,0.0,0.0,26,NumStorePurchases,26,1.581768320135859
8132,1975,60631.0,1,1,2013-04-05,88,0.3784326858673811,0.03015075376884422,0.03768115942028986,0.0,0.022813688212927757,0.052486187845303865,5,9,2,8,7,0,1,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,661,19,266.66666666666663,1,1.0,3.0,19,NumWebPurchases,19,0.5215644751147469
1050,1952,28332.0,0,0,2014-04-30,58,0.009377093101138647,0.05025125628140704,0.007536231884057971,0.015444015444015444,0.057034220532319393,0.024861878453038673,1,2,1,4,2,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,65,7,266.66666666666663,0,0.0,0.0,7,NumStorePurchases,7,0.16450469569597714
